"Results: (5,299)",<<  1  >>
A    B    C    D    E    F    G    H    I    J    K    L    M    N    O    P    Q    R    S    T    U    V    W    X    Y    Z
Pos,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
1,,Call of Duty,,Activision,Infinity Ward,N/A,N/A,N/A,400.00m,N/A,N/A,N/A,N/A,N/A,29th Oct 03,03rd Feb 20
2,,Halo,,Microsoft Game Studios,Bungie,N/A,N/A,N/A,81.00m,N/A,N/A,N/A,N/A,N/A,15th Nov 01,03rd Feb 20
3,,Battlefield,,Electronic Arts,EA DICE,N/A,N/A,N/A,78.90m,N/A,N/A,N/A,N/A,N/A,10th Sep 02,23rd Feb 20
4,,Borderlands,,2K Games,Gearbox Software,N/A,N/A,N/A,78.00m,N/A,N/A,N/A,N/A,N/A,20th Oct 09,05th Feb 20
5,,PUBG,,PUBG Corporation,PUBG Corporation,N/A,N/A,N/A,75.00m,N/A,N/A,N/A,N/A,N/A,20th Dec 17,16th Mar 20
6,,PlayerUnknown's Battlegrounds,,PUBG Corporation,PUBG Corporation,N/A,N/A,N/A,70.00m,N/A,N/A,N/A,N/A,N/A,17th Dec 17,24th Oct 20
7,,Counter-Strike,,Valve,Valve,N/A,N/A,N/A,65.00m,N/A,N/A,N/A,N/A,N/A,09th Nov 00,19th Feb 20
8,,Far Cry,,Ubisoft,Ubisoft,N/A,N/A,N/A,52.50m,N/A,N/A,N/A,N/A,N/A,23rd Mar 04,11th Feb 20
9,,Uncharted,,Sony Interactive Entertainment,Naughty Dog,N/A,N/A,N/A,44.25m,N/A,N/A,N/A,N/A,N/A,20th Nov 07,15th Feb 20
10,,Star Wars: Battlefront,,LucasArts,Pandemic Studios,N/A,N/A,N/A,43.00m,N/A,N/A,N/A,N/A,N/A,21st Sep 04,24th Feb 20
11,,BioShock,,2K Games,Irrational Games,N/A,N/A,N/A,41.00m,N/A,N/A,N/A,N/A,N/A,21st Aug 07,08th Feb 20
12,,Gears of War,,Microsoft Game Studios,Epic Games,N/A,N/A,N/A,41.00m,N/A,N/A,N/A,N/A,N/A,07th Nov 06,11th Mar 20
13,,Counter-Strike: Global Offensive,,Valve,Valve Corporation,N/A,N/A,N/A,40.00m,N/A,N/A,N/A,N/A,N/A,21st Aug 12,26th Mar 19
14,,Medal of Honor,,Electronic Arts,"2015, Inc.",N/A,N/A,N/A,39.00m,N/A,N/A,N/A,N/A,N/A,31st Oct 99,24th Feb 20
15,,PLAYERUNKNOWN'S BATTLEGROUNDS,,PUBG Corporation,PUBG Corporation,N/A,N/A,N/A,36.60m,N/A,N/A,N/A,N/A,N/A,21st Dec 17,29th Apr 19
16,,Tom Clancy's Rainbow Six,,Ubisoft,Ubisoft,N/A,N/A,N/A,36.00m,N/A,N/A,N/A,N/A,N/A,21st Aug 98,10th Feb 20
17,,Tom Clancy's Ghost Recon,,Ubisoft,Red Storm Entertainment,N/A,N/A,N/A,35.00m,N/A,N/A,N/A,N/A,N/A,13th Nov 01,12th Mar 20
18,,Half-life,,Valve,Valve,N/A,N/A,N/A,33.10m,N/A,N/A,N/A,N/A,N/A,19th Nov 98,19th Feb 20
19,,Call of Duty: Black Ops II,,Activision,Treyarch,N/A,N/A,N/A,31.00m,N/A,N/A,N/A,N/A,N/A,13th Nov 12,15th Aug 21
20,,Ratchet & Clank,,Sony Interactive Entertainment,Insomniac Games,N/A,N/A,N/A,30.81m,N/A,N/A,N/A,N/A,N/A,04th Nov 02,10th Mar 20
21,,Call of Duty: Black Ops,,Activision,Treyarch,N/A,N/A,N/A,30.00m,N/A,N/A,N/A,N/A,N/A,09th Nov 10,14th Oct 20
22,,Call of Duty: Modern Warfare,,Activision,Infinity Ward,N/A,N/A,N/A,30.00m,N/A,N/A,N/A,N/A,N/A,25th Oct 19,29th Nov 20
23,,Call of Duty: Modern Warfare 3,,Activision,Infinity Ward,N/A,N/A,N/A,30.00m,N/A,N/A,N/A,N/A,N/A,08th Nov 11,15th Aug 21
24,,Splatoon,,Nintendo,Nintendo,N/A,N/A,N/A,28.38m,N/A,N/A,N/A,N/A,N/A,29th May 15,16th Feb 20
25,,Duck Hunt,,Nintendo,Nintendo R&D1,N/A,N/A,N/A,28.31m,N/A,N/A,N/A,N/A,N/A,15th Oct 85,N/A
26,,Borderlands 2,,2K Games,Gearbox Software,N/A,N/A,N/A,27.00m,N/A,N/A,N/A,N/A,N/A,18th Sep 12,27th Oct 20
27,,Call of Duty: Modern Warfare 2,,Activision,Infinity Ward,N/A,N/A,N/A,22.70m,N/A,N/A,N/A,N/A,N/A,10th Nov 09,14th Oct 20
28,,Sniper Elite,,Rebellion Developments,Rebellion Developments,N/A,N/A,N/A,20.00m,N/A,N/A,N/A,N/A,N/A,18th Oct 05,13th Feb 20
29,,Tom Clancy's The Division,,Ubisoft,Massive Entertainment,N/A,N/A,N/A,20.00m,N/A,N/A,N/A,N/A,N/A,08th Mar 16,14th May 20
30,,Call of Duty: Ghosts,,Activision,Infinity Ward,N/A,N/A,N/A,19.00m,N/A,N/A,N/A,N/A,N/A,05th Nov 13,14th Oct 20
31,,Borderlands 3,,2K Games,Gearbox Software,N/A,N/A,N/A,16.00m,N/A,N/A,N/A,N/A,N/A,13th Sep 19,27th Oct 20
32,,Call of Duty 4: Modern Warfare,,Activision,Infinity Ward,N/A,N/A,N/A,15.70m,N/A,N/A,N/A,N/A,N/A,05th Nov 07,14th Oct 20
33,,Call of Duty: World at War,,Activision,Treyarch,N/A,N/A,N/A,15.70m,N/A,N/A,N/A,N/A,N/A,11th Nov 08,29th Nov 20
34,,Call of Duty: Black Ops 3,,Activision,Treyarch,N/A,N/A,N/A,N/A,15.09m,6.18m,6.05m,0.41m,2.44m,06th Nov 15,14th Jan 18
35,,Counter-Strike: Source,,VU Games,Valve Software,N/A,9.3,N/A,15.00m,N/A,N/A,N/A,N/A,N/A,16th Nov 04,N/A
36,,Battlefield 3,,Electronic Arts,EA DICE,N/A,N/A,N/A,15.00m,N/A,N/A,N/A,N/A,N/A,25th Oct 11,23rd Oct 20
37,,Just Cause,,Eidos Interactive,Avalanche Studios,N/A,N/A,N/A,15.00m,N/A,N/A,N/A,N/A,N/A,27th Sep 06,11th Feb 20
38,,Call of Duty: Modern Warfare 3,,Activision,Infinity Ward,N/A,8.7,N/A,N/A,14.82m,9.07m,4.29m,0.13m,1.33m,08th Nov 11,N/A
39,,Call of Duty: Black Ops,,Activision,Treyarch,N/A,8.8,N/A,N/A,14.74m,9.76m,3.73m,0.11m,1.14m,09th Nov 10,N/A
40,,Halo 3    Read the review,,Microsoft Game Studios,Bungie Studios,8.8,9.6,9.5,14.50m,N/A,N/A,N/A,N/A,N/A,25th Sep 07,11th Oct 18
41,,Star Wars Battlefront (2015),,Electronic Arts,EA DICE,N/A,N/A,N/A,14.00m,N/A,N/A,N/A,N/A,N/A,17th Nov 15,31st Oct 20
42,,Call of Duty: Black Ops II    Read the review,,Activision,Treyarch,8.9,N/A,N/A,N/A,13.86m,8.27m,4.32m,0.07m,1.20m,13th Nov 12,07th Apr 18
43,,Call of Duty: Black Ops II,,Activision,Treyarch,N/A,N/A,N/A,N/A,13.80m,4.99m,5.88m,0.65m,2.28m,13th Nov 12,07th Apr 18
44,,Call of Duty: Modern Warfare 2    Read the review,,Activision,Infinity Ward,9.0,9.5,9.0,N/A,13.53m,8.54m,3.63m,0.08m,1.28m,10th Nov 09,N/A
45,,Call of Duty: WWII    Read the review,,Activision,Sledgehammer Games,N/A,8.0,N/A,N/A,13.40m,4.67m,6.21m,0.40m,2.12m,03rd Nov 17,31st Dec 17
46,,Call of Duty: Modern Warfare 3    Read the review,,Activision,Infinity Ward,8.6,8.8,N/A,N/A,13.35m,5.54m,5.78m,0.49m,1.54m,08th Nov 11,N/A
47,,Splatoon 2,,Nintendo,Nintendo EPD,N/A,8.2,N/A,13.30m,N/A,N/A,N/A,N/A,N/A,21st Jul 17,19th Nov 18
48,,Portal 2,,Valve,Valve Software,N/A,9.7,N/A,13.06m,N/A,N/A,N/A,N/A,N/A,19th Apr 11,N/A
49,,ARMA,,505 Games,Bohemia Interactive,N/A,N/A,N/A,13.00m,N/A,N/A,N/A,N/A,N/A,04th May 07,17th Feb 20
50,,Call of Duty: Black Ops    Read the review,,Activision,Treyarch,8.7,8.7,N/A,N/A,12.67m,6.01m,4.40m,0.48m,1.78m,09th Nov 10,N/A
51,,Metro,,THQ,4a-games,N/A,N/A,N/A,12.20m,N/A,N/A,N/A,N/A,N/A,16th Mar 10,14th Feb 21
52,,Half-Life 2,,VU Games,Valve Software,N/A,9.7,N/A,12.00m,N/A,N/A,N/A,N/A,N/A,16th Nov 04,N/A
53,,Left 4 Dead,,Valve,Valve,N/A,N/A,N/A,12.00m,N/A,N/A,N/A,N/A,N/A,17th Nov 08,19th Feb 20
54,,SOCOM,,Sony Interactive Entertainment,Zipper Interactive,N/A,N/A,N/A,12.00m,N/A,N/A,N/A,N/A,N/A,27th Aug 02,09th Mar 20
55,,Max Payne,,Rockstar Games,Remedy Entertainment,N/A,N/A,N/A,11.50m,N/A,N/A,N/A,N/A,N/A,23rd Jul 01,06th Nov 20
56,,BioShock Infinite,,2K Games,Irrational Games,N/A,N/A,N/A,11.00m,N/A,N/A,N/A,N/A,N/A,26th Mar 13,03rd Nov 20
57,,Sniper: Ghost Warrior,,City Interactive,CI Games,N/A,N/A,N/A,11.00m,N/A,N/A,N/A,N/A,N/A,16th Oct 08,11th Jan 21
58,,Call of Duty: Modern Warfare 2    Read the review,,Activision,Infinity Ward,9.0,9.5,N/A,N/A,10.61m,4.99m,3.66m,0.38m,1.59m,10th Nov 09,N/A
59,,Call of Duty: Ghosts,,Activision,Infinity Ward,N/A,6.9,N/A,N/A,10.41m,6.76m,2.64m,0.04m,0.98m,05th Nov 13,21st Mar 18
60,,Star Fox,,Nintendo,Nintendo,N/A,N/A,N/A,10.28m,N/A,N/A,N/A,N/A,N/A,26th Mar 93,18th Aug 20
61,,Call of Duty: Ghosts,,Activision,Infinity Ward,N/A,7.5,N/A,N/A,10.13m,4.11m,4.01m,0.39m,1.62m,05th Nov 13,21st Mar 18
62,,Splatoon 3    Read the review,,Nintendo,Nintendo,8.5,N/A,N/A,10.13m,N/A,N/A,N/A,N/A,N/A,09th Sep 22,17th Feb 21
63,,Far Cry 3,,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,04th Dec 12,28th Oct 20
64,,Far Cry 4,,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,18th Nov 14,28th Oct 20
65,,Far Cry 5,,Ubisoft,Ubisoft,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,27th Mar 18,28th Oct 20
66,,Killing Floor,,Tripwire Interactive,Tripwire Interactive,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,14th May 09,07th Feb 20
67,,Titanfall,,Electronic Arts,Respawn Entertainment,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,11th Mar 14,21st Feb 21
68,,Tom Clancy's Ghost Recon Wildlands,,Ubisoft,Ubisoft Paris,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,07th Mar 17,02nd Nov 20
69,,Tom Clancy's Rainbow Six Siege,,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,01st Dec 15,02nd Nov 20
70,,Tom Clancy's The Division,,Ubisoft,Massive Entertainment,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,08th Mar 16,28th Nov 20
71,,Tom Clancy's The Division 2,,Ubisoft,Massive Entertainment,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,15th Mar 19,28th Nov 20
72,,Halo: Reach    Read the review,,Microsoft Game Studios,Bungie,9.6,9.3,N/A,N/A,9.97m,7.08m,2.01m,0.08m,0.80m,14th Sep 10,11th Oct 18
73,,Portal,,Valve Corporation,Valve Software,N/A,9.0,N/A,9.97m,N/A,N/A,N/A,N/A,N/A,09th Apr 08,N/A
74,,Halo 4    Read the review,,Microsoft Studios,343 Industries,9.4,N/A,N/A,N/A,9.96m,6.72m,2.36m,0.04m,0.83m,06th Nov 12,N/A
75,,Call of Duty 4: Modern Warfare,,Activision,Infinity Ward,N/A,9.6,9.0,N/A,9.41m,5.98m,2.39m,0.13m,0.91m,05th Nov 07,N/A
76,,Call of Duty: Black Ops IIII,,Activision,Treyarch,N/A,N/A,N/A,N/A,9.32m,4.05m,3.28m,0.50m,1.49m,12th Oct 18,07th Nov 18
77,,Half-Life,,Sierra Entertainment,Valve Software,N/A,9.5,N/A,9.30m,N/A,N/A,N/A,N/A,N/A,19th Nov 98,N/A
78,,Battlefield: Bad Company 2,,Electronic Arts,EA DICE,N/A,N/A,N/A,9.00m,N/A,N/A,N/A,N/A,N/A,02nd Mar 10,23rd Oct 20
79,,Payday,,Daybreak Games,Overkill Software,N/A,N/A,N/A,9.00m,N/A,N/A,N/A,N/A,N/A,18th Oct 11,16th Feb 20
80,,Star Wars Battlefront II (2017),,Electronic Arts,EA DICE,N/A,N/A,N/A,9.00m,N/A,N/A,N/A,N/A,N/A,17th Nov 17,31st Oct 20
81,,Call of Duty: Infinite Warfare,,Activision,Infinity Ward,N/A,N/A,N/A,N/A,8.48m,3.11m,3.83m,0.19m,1.36m,04th Nov 16,14th Jan 18
82,,GoldenEye 007,,Nintendo,Rare Ltd.,N/A,9.8,N/A,8.09m,N/A,N/A,N/A,N/A,N/A,25th Aug 97,N/A
83,,Star Wars Battlefront (2015)    Read the review,,Electronic Arts,EA DICE,N/A,7.1,N/A,N/A,8.03m,3.31m,3.19m,0.23m,1.30m,17th Nov 15,24th Mar 18
84,,Halo 2,,Microsoft Game Studios,Bungie Studios,N/A,9.6,N/A,8.00m,N/A,N/A,N/A,N/A,N/A,09th Nov 04,11th Oct 18
85,,Unreal,,GT Interactive,Epic Games,N/A,N/A,N/A,8.00m,N/A,N/A,N/A,N/A,N/A,22nd May 98,14th Feb 20
86,,Call of Duty: Advanced Warfare,,Activision,Sledgehammer Games,N/A,8.5,N/A,N/A,7.53m,2.84m,3.34m,0.14m,1.22m,04th Nov 14,04th Jan 18
87,,Crysis,,Electronic Arts,Crytek,N/A,N/A,N/A,7.50m,N/A,N/A,N/A,N/A,N/A,13th Nov 07,23rd Feb 20
88,,Call of Duty: World at War    Read the review,,Activision,Treyarch,8.8,8.5,7.8,N/A,7.50m,4.88m,1.91m,N/A,0.71m,10th Nov 08,N/A
89,,Call of Duty: Black Ops 3,,Activision,Treyarch,N/A,N/A,N/A,N/A,7.37m,4.63m,2.04m,0.02m,0.68m,06th Nov 15,14th Jan 18
90,,Battlefield 3,,Electronic Arts,Dice,N/A,8.5,N/A,N/A,7.35m,4.47m,2.12m,0.06m,0.69m,25th Oct 11,N/A
91,,Battlefield V,,Electronic Arts,EA DICE,N/A,N/A,N/A,7.30m,N/A,N/A,N/A,N/A,N/A,20th Nov 18,09th Oct 20
92,,Battlefield 1,,Electronic Arts,EA DICE,N/A,9.1,N/A,N/A,7.26m,2.20m,3.65m,0.29m,1.12m,21st Oct 16,24th Mar 18
93,,Battlefield 3,,Electronic Arts,Dice,N/A,8.5,N/A,N/A,7.21m,2.86m,2.94m,0.35m,1.07m,25th Oct 11,N/A
94,,Call of Duty 3,,Activision,Treyarch,N/A,N/A,N/A,7.20m,N/A,N/A,N/A,N/A,N/A,07th Nov 06,26th Sep 22
95,,Medal of Honor: Frontline,,Electronic Arts,EA Los Angeles,N/A,9.0,N/A,N/A,6.83m,2.93m,2.75m,0.17m,0.99m,28th May 02,N/A
96,,Call of Duty 4: Modern Warfare,,Activision,Infinity Ward,N/A,9.5,9.6,N/A,6.72m,3.13m,2.27m,0.28m,1.04m,05th Nov 07,N/A
97,,Lost Planet,,Capcom,Capcom,N/A,N/A,N/A,6.50m,N/A,N/A,N/A,N/A,N/A,12th Jan 07,04th Feb 20
98,,Call of Duty: WWII,,Activision,Sledgehammer Games,N/A,N/A,N/A,N/A,6.23m,3.75m,1.91m,N/A,0.57m,03rd Nov 17,30th Dec 17
99,,Borderlands,,2K Games,Gearbox Software,N/A,N/A,N/A,6.00m,N/A,N/A,N/A,N/A,N/A,20th Oct 09,27th Oct 20
100,,Conflict,,Gotham Games,Pivotal Games,N/A,N/A,N/A,6.00m,N/A,N/A,N/A,N/A,N/A,30th Sep 02,12th Feb 20
101,,Metro Exodus,,Deep Silver,4a-games,N/A,N/A,N/A,6.00m,N/A,N/A,N/A,N/A,N/A,15th Feb 19,17th Feb 22
102,,Star Wars: Battlefront II,,LucasArts,Pandemic Studios,N/A,N/A,N/A,6.00m,N/A,N/A,N/A,N/A,N/A,01st Nov 05,31st Oct 20
103,,Call of Duty 2,,Activision,Infinity Ward,N/A,N/A,N/A,5.90m,N/A,N/A,N/A,N/A,N/A,25th Oct 05,26th Sep 22
104,,Deep Rock Galactic,,Coffee Stain Publishing,Ghost Ship Games,N/A,N/A,N/A,5.81m,N/A,N/A,N/A,N/A,N/A,13th May 20,26th Jan 21
105,,Link's Crossbow Training    Read the review,,Nintendo,Nintendo EAD,6.9,6.9,N/A,5.79m,N/A,N/A,N/A,N/A,N/A,19th Nov 07,N/A
106,,Destiny    Read the review,,Activision,Bungie,7.5,N/A,N/A,N/A,5.76m,2.53m,2.13m,0.16m,0.94m,09th Sep 14,12th Jan 18
107,,Arma III,,Bohemia Interactive,Bohemia Interactive,N/A,N/A,N/A,5.50m,N/A,N/A,N/A,N/A,N/A,12th Sep 13,16th Nov 18
108,,Call of Duty: World at War    Read the review,,Activision,Treyarch,8.8,8.4,N/A,N/A,5.43m,2.75m,1.84m,N/A,0.84m,10th Nov 08,N/A
109,,Wolfenstein,,Bethesda Softworks,Muse Software,N/A,N/A,N/A,5.24m,N/A,N/A,N/A,N/A,N/A,01st Sep 81,08th Apr 21
110,,Call of Duty: Advanced Warfare,,Activision,Sledgehammer Games,N/A,8.3,N/A,N/A,5.22m,3.25m,1.49m,0.01m,0.48m,04th Nov 14,01st Jan 18
111,,Medal of Honor: Rising Sun,,Electronic Arts,EA Los Angeles,N/A,5.9,N/A,N/A,5.13m,1.98m,2.23m,0.13m,0.80m,11th Nov 03,N/A
112,,Battlefield 1,,Electronic Arts,EA DICE,N/A,9.3,N/A,N/A,5.13m,3.37m,1.26m,0.02m,0.48m,21st Oct 16,24th Mar 18
113,,Gears of War    Read the review,,Microsoft Game Studios,Epic Games,8.8,9.4,9.4,5.00m,N/A,N/A,N/A,N/A,N/A,07th Nov 06,N/A
114,,Gears of War 2    Read the review,,Microsoft Game Studios,Epic Games,9.0,9.4,9.5,5.00m,N/A,N/A,N/A,N/A,N/A,07th Nov 08,N/A
115,,Halo 5: Guardians    Read the review,,Microsoft Studios,343 Industries,N/A,8.6,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,27th Oct 15,24th Mar 18
116,,Halo: Combat Evolved,,Microsoft,Bungie Studios,N/A,9.5,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,14th Nov 01,11th Oct 18
117,,Killing Floor,,Tripwire Interactive,Tripwire Interactive,N/A,7.5,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,14th May 09,N/A
118,,Medal of Honor (2010),,Electronic Arts,Danger Close Games,N/A,N/A,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,12th Oct 10,02nd Nov 20
119,,Splatoon    Read the review,,Nintendo,Nintendo EAD,N/A,8.4,N/A,4.95m,N/A,N/A,N/A,N/A,N/A,29th May 15,03rd Aug 20
120,,Call of Duty: Black Ops IIII,,Activision,Treyarch,N/A,N/A,N/A,N/A,4.85m,3.27m,1.12m,N/A,0.46m,12th Oct 18,07th Nov 18
121,,Call of Duty: Infinite Warfare,,Activision,Infinity Ward,N/A,N/A,N/A,N/A,4.79m,2.91m,1.44m,N/A,0.44m,04th Nov 16,24th Mar 18
122,,Left 4 Dead,,Valve Corporation,Valve Software,N/A,8.6,8.5,4.60m,N/A,N/A,N/A,N/A,N/A,17th Oct 08,N/A
123,,BioShock Infinite    Read the review,,2K Games,Irrational Games,9.5,N/A,N/A,4.56m,N/A,N/A,N/A,N/A,N/A,26th Mar 13,N/A
124,,Overwatch,,Blizzard Entertainment,Blizzard Entertainment,N/A,8.8,N/A,N/A,4.54m,1.84m,1.80m,0.17m,0.73m,24th May 16,24th Mar 18
125,,Star Wars Battlefront II (2017),,Electronic Arts,EA DICE,N/A,N/A,N/A,N/A,4.53m,1.70m,1.99m,0.12m,0.73m,17th Nov 17,29th Dec 17
